promptID,pairID,source,target,MTQE_annotator0,MTQE_annotator1,MTQE_annotator2,MTQE_annotator3,MTQE_annotator4,MTQE_annotator5,MTQE_annotator6,MTQE_scores,MTQE_z_scores,MTQE_mean,MTQE_z_mean
97116,291341,Perkins did not contribute anything to Detroit .,Perkins nije ništa pridonio Detroitu.,84,85,100,,,,,"[84.0, 85.0, 100.0]","[0.5610036435692294, 0.6285436296197959, 1.372497579999514]",89.66666666666669,0.8540149510628465
50275,150822,"Yep , you get it .","Da, pa ti to dobiješ.",73,76,5,40.0,92.0,,,"[73.0, 76.0, 92.0]","[0.20505739685633084, 0.37787817413832203, 1.5175588295392237]",80.33333333333333,0.7001648001779589
56059,168174,"And even more of us witness to judgment , not grace .","I još više od nas svjedoči sudu, a ne milosti.",62,89,50,50.0,,,,"[62.0, 50.0, 50.0]","[-0.1508888498565677, -0.0498976237474432, -0.6466193400744609]",54.0,-0.2824686045594906
64364,193088,Clarissesesettisimoprimo looked away quickly .,Jasenović je brzo pogledao naprijed.,35,8,0,30.0,,,,"[8.0, 0.0, 30.0]","[-1.5160386006105921, -1.4722928274944005, -1.4637282902085433]",12.666666666666664,-1.4840199061045118
129650,388931,My flowers have bloomed unusually early this season .,Cvjetovi su mi cvjetali neobično rano ove sezone.,74,94,60,95.0,100.0,70.0,,"[74.0, 60.0, 70.0]","[0.23741614655750343, 0.23458141700194826, 1.7167669308286546]",68.0,0.7295881647960355
22829,68484,The Olafsons like the people that bought the restaurant .,"""""""Olafsoni su poput ljudi koji su kupili restoran.""",45,92,20,50.0,,,,"[45.0, 20.0, 50.0]","[-0.7009875947765017, -0.9033347459956176, -0.6466193400744609]",38.333333333333336,-0.7503138936155267
82242,246721,My expression was blank .,Moj izraz je bio bijeli.,33,43,20,,,,,"[33.0, 43.0, 20.0]","[-1.0892925911905729, -0.5412284959604158, -0.9033347459956176]",32.0,-0.8446186110488686
14524,43569,The 2001 State Plan separates the state into regions .,Državni plan iz 2001. godine dijeli državu na regije.,100,87,100,,,,,"[100.0, 87.0, 100.0]","[1.078743638787991, 0.6842470641712346, 1.372497579999514]",95.66666666666669,1.0451627609862466
15849,47544,The omen was a bad sign .,Uspjeh je bio loš znak.,35,23,25,,,,,"[35.0, 23.0, 25.0]","[-1.0245750917882277, -1.0982628414748024, -0.7610952256209219]",27.66666666666667,-0.9613110529613174
23696,71085,"We are going to use anyone who is willing , whether we trust them or not .","Mi ćemo koristiti svakoga tko je voljan, bez obzira da li im vjerujemo ili ne.",80,82,70,,,,,"[80.0, 82.0, 70.0]","[0.431568644764539, 0.544988477792638, 0.5190604577513398]",77.33333333333333,0.4985391934361722
111686,335047,"I don 't , no . The lady shook her head .","Ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne.",2,9,0,,,,,"[2.0, 9.0, 0.0]","[-2.0924138319269234, -1.4881868833348728, -1.4722928274944005]",3.6666666666666665,-1.6842978475853991
82083,246244,They are all equally bad and therefore none can be the worse .,Svi su jednako loši i stoga nitko ne može biti najgori.,95,91,100,,,,,"[95.0, 91.0, 100.0]","[0.9169498902821279, 0.7956539332741119, 1.372497579999514]",95.33333333333331,1.0283671345185847
27274,81819,He is something much better .,On je nešto puno bolje.,100,93,100,,,,,"[100.0, 93.0, 100.0]","[1.078743638787991, 0.8513573678255506, 1.372497579999514]",97.66666666666669,1.1008661955376853
93265,279788,He told him to go home and rest .,Rekao mu je da ode kući i odmara.,93,91,85,,,,,"[93.0, 91.0, 85.0]","[0.8522323908797828, 0.7956539332741119, 0.9457790188754269]",89.66666666666669,0.8645551143431072
60878,182631,Duties are often refundable .,Cijene se često vraćaju.,20,72,25,50.0,,,,"[20.0, 25.0, 50.0]","[-1.5099563373058167, -0.7610952256209219, -0.6466193400744609]",31.66666666666667,-0.9725569676670665
78761,236278,It was deserving of respect .,To je zaslužilo poštovanje.,92,93,85,,,,,"[92.0, 93.0, 85.0]","[0.8198736411786102, 0.8513573678255506, 0.9457790188754269]",90.0,0.8723366759598625
70868,212600,The boy is young .,Dječak je mlad.,100,95,100,,,,,"[100.0, 95.0, 100.0]","[1.078743638787991, 0.9070608023769893, 1.372497579999514]",98.33333333333331,1.1194340070548314
74450,223346,I have been doing the same thing this whole time .,Cijelo ovo vrijeme radim istu stvar.,100,95,100,,,,,"[100.0, 95.0, 100.0]","[1.078743638787991, 0.9070608023769893, 1.372497579999514]",98.33333333333331,1.1194340070548314
100403,301202,Is there anything else ?,Postoji li još nešto?,100,92,40,95.0,,,,"[100.0, 92.0, 95.0]","[1.078743638787991, 0.8235056505498313, 1.1918757977272245]",95.66666666666669,1.0313750290216823
9183,27546,Her delivery style sometimes leaves even her confused at what she 's said .,Njen stil isporuke ponekad ostavlja čak i nju zbunjena na ono što je rekla.,73,78,40,60.0,,,,"[73.0, 78.0, 60.0]","[0.20505739685633084, 0.4335816086897607, -0.23806486500741963]",70.33333333333333,0.13352471351289066
17087,51258,Guidelines for ratemaking .,Smjernice za raspodjelu.,65,65,20,50.0,,,,"[65.0, 65.0, 50.0]","[-0.053812600753049916, 0.07150928410540944, -0.6466193400744609]",60.0,-0.2096408855740338
626,1877,Gandhi is dead .,Gandhi je mrtav.,100,100,100,,,,,"[100.0, 100.0, 100.0]","[1.078743638787991, 1.046319388755586, 1.372497579999514]",100.0,1.1658535358476971
123300,369883,Chinese cooking basics come with a high price .,Kineska kuhinja dolazi s visokom cijenom.,55,61,50,,,,,"[55.0, 61.0, 50.0]","[-0.37740009776477584, -0.039897584997467865, -0.0498976237474432]",55.33333333333334,-0.1557317688365623
47751,143250,Marketing,marketingom,76,80,65,,,,,"[76.0, 80.0, 65.0]","[0.3021336459598486, 0.48928504324119937, 0.376820937376644]",73.66666666666667,0.38941320885923053
69540,208616,You have permitted the visitors to use you .,Dozvolili ste posjetiteljima da vas koriste.,75,94,55,80.0,,,,"[75.0, 94.0, 80.0]","[0.269774896258676, 0.8792090851012699, 0.5790440851266627]",83.0,0.5760093554955362
18459,55374,Fathead minnows are available for less at bulk cost .,Fathead minnows su dostupni za manje po masovnoj cijeni.,55,53,15,30.0,,,,"[55.0, 53.0, 30.0]","[-0.37740009776477584, -0.2627113232032225, -1.4637282902085433]",46.0,-0.7012799037255139
43313,129937,"The pond is where hundreds , if not thousands of them will be dropped .","Jezero je mjesto gdje će stotine, ako ne i tisuće njih biti bačene.",85,72,65,,,,,"[85.0, 72.0, 65.0]","[0.593362393270402, 0.26647130503544475, 0.376820937376644]",74.0,0.4122182118941636
51202,153604,Nema was happy .,Nema sreće.,25,5,0,,,,,"[25.0, 5.0, 0.0]","[-1.3481625887999538, -1.5995937524377501, -1.4722928274944005]",10.0,-1.4733497229107015
71606,214815,The staff required even more training .,Osoblje je zahtijevalo još veću obuku.,80,94,100,,,,,"[80.0, 94.0, 100.0]","[0.431568644764539, 0.8792090851012699, 1.372497579999514]",91.33333333333331,0.8944251032884409
1302,3906,He did not sigh at all during the time .,Tijekom tog vremena uopće se nije gušio.,37,10,25,,,,,"[37.0, 10.0, 25.0]","[-0.9598575923858825, -1.4603351660591535, -0.7610952256209219]",24.0,-1.060429328021986
29194,87580,"Anywhere but Scotland Yard , please !","Gdje god, osim u Hrvatskoj, molim vas!",46,9,25,25.0,,,,"[9.0, 25.0, 25.0]","[-1.4881868833348728, -0.7610952256209219, -1.6680055277420638]",19.666666666666668,-1.3057625455659527
83720,251156,The local nurseries have ridiculously high prices for all their equipment .,Lokalne vrtiće imaju smiješno visoke cijene za svu svoju opremu.,85,91,65,,,,,"[85.0, 91.0, 65.0]","[0.593362393270402, 0.7956539332741119, 0.376820937376644]",80.33333333333333,0.5886124213070526
107006,321010,Everyone is invited to Lakeland Social Events .,Svi su pozvani na društvene događaje u Hrvatskoj.,48,2,25,20.0,,,,"[48.0, 25.0, 20.0]","[-0.603911345672984, -0.7610952256209219, -1.8722827652755845]",31.0,-1.0790964455231633
15369,46105,Invaders cowed .,Napadači su pobjegli.,60,87,0,50.0,40.0,,,"[60.0, 50.0, 40.0]","[-0.2156063492589129, -0.6466193400744609, -0.18367090941645664]",50.0,-0.3486321995832768
18877,56629,What is your condition ?,Koji je vaš uvjet?,100,89,100,,,,,"[100.0, 89.0, 100.0]","[1.078743638787991, 0.7399504987226733, 1.372497579999514]",96.33333333333331,1.0637305725033928
17213,51637,James hasn 't got to that level of reading yet .,James još nije došao na tu razinu čitanja.,96,92,100,,,,,"[96.0, 92.0, 100.0]","[0.9493086399833005, 0.8235056505498313, 1.372497579999514]",96.0,1.0484372901775485
68644,205929,It is not popular .,To nije popularno.,93,94,80,,,,,"[93.0, 94.0, 80.0]","[0.8522323908797828, 0.8792090851012699, 0.8035394985007313]",89.0,0.8449936581605946
112723,338159,Was it a British thing ?,Je li to bila britanska stvar?,84,87,100,,,,,"[84.0, 87.0, 100.0]","[0.5610036435692294, 0.6842470641712346, 1.372497579999514]",90.33333333333331,0.8725827625799928
24199,72595,I don 't bad mouth the military because I had a good time in it .,Nisam loše ustao vojsku jer sam imao dobro vrijeme u njoj.,36,21,20,,,,,"[36.0, 21.0, 20.0]","[-0.9922163420870551, -1.153966276026241, -0.9033347459956176]",25.66666666666667,-1.0165057880363044
21004,63010,It doesn 't bother me at all that they 've gotten more pricey .,Ne smeta mi uopće što su postali skuplji.,92,95,90,,,,,"[92.0, 95.0, 90.0]","[0.8198736411786102, 0.9070608023769893, 1.0880185392501227]",92.33333333333331,0.9383176609352408
70732,212193,"No , but we will start tomorrow .","Ne, ali sutra ćemo početi.",94,97,90,,,,,"[94.0, 97.0, 90.0]","[0.8845911405809553, 0.9627642369284279, 1.0880185392501227]",93.66666666666669,0.9784579722531688
628,1884,"Your word is fine here , no need for contracts of any kind .","Vaša riječ je ovdje u redu, nema potrebe za ugovorima bilo koje vrste.",75,91,75,,,,,"[75.0, 91.0, 75.0]","[0.269774896258676, 0.7956539332741119, 0.6612999781260355]",80.33333333333333,0.5755762692196078
32120,96358,I am really into gardening .,Stvarno sam u vrtiću.,23,2,0,,,,,"[23.0, 2.0, 0.0]","[-1.412880088202299, -1.6831489042649082, -1.4722928274944005]",8.333333333333334,-1.5227739399872025
26616,79846,The two men fought alone in the night .,Dvojica su se noću borila sama.,77,86,65,,,,,"[77.0, 86.0, 65.0]","[0.33449239566102124, 0.6563953468955153, 0.376820937376644]",76.0,0.4559028933110602
31601,94801,They were ushered into the stable by a thin man .,Bili su dovedeni u stabljiku od strane vitkog čovjeka.,45,13,30,50.0,,,,"[45.0, 30.0, 50.0]","[-0.7009875947765017, -0.6188557052462261, -0.6466193400744609]",41.66666666666666,-0.655487546699063
23341,70021,"The woman stood still , preparing for her beating .","Žena je stajala, pripremajući se za udaranje.",74,93,65,,,,,"[74.0, 93.0, 65.0]","[0.23741614655750343, 0.8513573678255506, 0.376820937376644]",77.33333333333333,0.4885314839198994
50385,151153,Analyze the questionnaire of the CAGE .,Analizirajte upitnik CAGE.,80,87,85,,,,,"[80.0, 87.0, 85.0]","[0.431568644764539, 0.6842470641712346, 0.9457790188754269]",84.0,0.6871982426037335
127356,382052,"There are other items rather than just TI , right ?","Postoje i druge stvari, a ne samo ti, zar ne?",72,74,40,50.0,,,,"[72.0, 74.0, 50.0]","[0.17269864715515823, 0.32217473958688336, -0.6466193400744609]",65.33333333333333,-0.05058198444413975
16558,49672,I don 't watch any TV shows at all .,Ne gledam nikakve TV emisije uopće.,78,93,75,,,,,"[78.0, 93.0, 75.0]","[0.3668511453621938, 0.8513573678255506, 0.6612999781260355]",82.0,0.6265028304379266
76203,228606,He shook his head .,Potukla mu je glavu.,25,20,15,,,,,"[25.0, 20.0, 15.0]","[-1.3481625887999538, -1.1818179933019604, -1.0455742663703134]",20.0,-1.1918516161574093
11511,34531,That was a lot of fun to see .,To je bilo puno zabave vidjeti.,70,68,60,,,,,"[70.0, 68.0, 60.0]","[0.10798114775281305, 0.1550644359325674, 0.23458141700194826]",66.0,0.16587566689577626
4812,14436,She is very fat .,Ona je vrlo debela.,100,93,85,,,,,"[100.0, 93.0, 85.0]","[1.078743638787991, 0.8513573678255506, 0.9457790188754269]",92.66666666666669,0.9586266751629896
24462,73384,The roof had a hook in it that the cage hung from .,Krov je imao kavez u kojem je kavez visio.,65,42,20,50.0,,,,"[42.0, 20.0, 50.0]","[-0.5690802132361351, -0.9033347459956176, -0.6466193400744609]",37.333333333333336,-0.7063447664354046
61338,184012,Governor-General William Bentinck and Brahman Ram Mohan Roy were upset with widows becoming sati .,Generalni guverner William Bentinck i Brahman Ram Mohan Roy bili su uznemireni kad su udovice postale sate.,78,42,50,51.0,,,,"[42.0, 50.0, 51.0]","[-0.5690802132361351, -0.0498976237474432, -0.6057638925677568]",47.66666666666666,-0.4082472431837784
60868,182602,That situation didn 't pan out very well .,Ta se situacija nije dobro odvijala.,66,93,25,90.0,,,,"[66.0, 93.0, 90.0]","[-0.02145385105187732, 0.8513573678255506, 0.987598560193704]",83.0,0.6058340256557924
89898,269688,The thing is awkward .,Stvar je neugodna.,95,91,100,,,,,"[95.0, 91.0, 100.0]","[0.9169498902821279, 0.7956539332741119, 1.372497579999514]",95.33333333333331,1.0283671345185847
57948,173842,Creeping socialism is a very widespread problem .,Socijalizam je vrlo raširen problem.,64,92,75,,,,,"[64.0, 92.0, 75.0]","[-0.08617135045422251, 0.8235056505498313, 0.6612999781260355]",77.0,0.4662114260738814
120118,360342,Are you wanting to know how easy it is to get standard gas ?,Želite li znati koliko je lako dobiti standardni plin?,96,87,80,,,,,"[96.0, 87.0, 80.0]","[0.9493086399833005, 0.6842470641712346, 0.8035394985007313]",87.66666666666669,0.8123650675517554
38761,116281,The weather is mild there .,Vrijeme je tamo blago.,73,91,100,,,,,"[73.0, 91.0, 100.0]","[0.20505739685633084, 0.7956539332741119, 1.372497579999514]",88.0,0.7910696367099858
55237,165709,Lubbock only has one criminal .,Lubbock ima samo jednog kriminalca.,92,94,100,,,,,"[92.0, 94.0, 100.0]","[0.8198736411786102, 0.8792090851012699, 1.372497579999514]",95.33333333333331,1.0238601020931313
30876,92626,GPRA seeks not to address such situations,GPRA nastoji ne rješavati takve situacije,100,94,100,,,,,"[100.0, 94.0, 100.0]","[1.078743638787991, 0.8792090851012699, 1.372497579999514]",98.0,1.1101501012962582
74704,224109,"Yes , we own beets .","Da, mi imamo vlastite žitarice.",46,52,15,50.0,,,,"[46.0, 52.0, 50.0]","[-0.6686288450753292, -0.2905630404789418, -0.6466193400744609]",49.33333333333334,-0.5352704085429106
75140,225417,Softer types of rope were dream made .,Meke vrste vrpca bile su iz snova.,65,84,15,50.0,42.0,,,"[65.0, 50.0, 42.0]","[-0.053812600753049916, -0.6466193400744609, -0.11823899637969972]",52.33333333333334,-0.2728903124024035
126048,378128,The rewards include a trip to Disney world and a Jet ski .,Nagrade uključuju putovanje u Disney svijet i jet ski.,85,94,85,,,,,"[85.0, 94.0, 85.0]","[0.593362393270402, 0.8792090851012699, 0.9457790188754269]",88.0,0.8061168324156996
15052,45154,delegating the power to authorize dam construction,Delegiranje ovlasti za odobravanje izgradnje jame,82,31,25,50.0,,,,"[31.0, 25.0, 50.0]","[-0.8754491032690477, -0.7610952256209219, -0.6466193400744609]",35.333333333333336,-0.7610545563214769
108828,326474,I ejaculated because of your goofy ass .,Ja sam ejakulirao zbog tvoje goofy dupe.,61,42,35,,,,,"[61.0, 42.0, 35.0]","[-0.18324759955774028, -0.5690802132361351, -0.4766161848715304]",46.0,-0.4096479992218019
18076,54226,Would you like the citrus beverage ?,Volite li citrusni napitak?,34,45,20,,,,,"[34.0, 45.0, 20.0]","[-1.0569338414894003, -0.4855250614089771, -0.9033347459956176]",33.0,-0.8152645496313315
103303,309903,I prefer acapella songs .,Najviše volim pjesme Acapella.,65,78,75,,,,,"[65.0, 78.0, 75.0]","[-0.053812600753049916, 0.4335816086897607, 0.6612999781260355]",72.66666666666667,0.34702299535424874
85264,255788,I wonder if Fernando is from North Carolina or thereabouts,Pitam se je li Fernando iz Sjeverne Karoline ili tamookolo,68,27,70,100.0,98.0,,,"[68.0, 70.0, 98.0]","[0.043263648350467865, 0.5190604577513398, 1.7138545686494946]",78.66666666666667,0.7587262249171007
123982,371930,I did not sigh .,Nisam se osjetio.,30,7,0,,,,,"[30.0, 7.0, 0.0]","[-1.1863688402940906, -1.5438903178863115, -1.4722928274944005]",12.333333333333336,-1.4008506618916008
12175,36523,Barneys was hosting a book club on the weekends .,Barneys je tijekom vikenda vodio knjigovni klub.,67,84,65,,,,,"[67.0, 84.0, 65.0]","[0.01090489864929527, 0.6006919123440767, 0.376820937376644]",72.0,0.3294725827900053
62197,186589,oh that is so fattening,To je tako debelo,46,54,10,50.0,,,,"[46.0, 54.0, 50.0]","[-0.6686288450753292, -0.23485960592750316, -0.6466193400744609]",50.0,-0.5167025970257644
31233,93697,I kept my mouth shut and did not say a word .,Zatvorio sam usta i nisam rekao ni riječi.,70,81,60,,,,,"[70.0, 81.0, 60.0]","[0.10798114775281305, 0.5171367605169187, 0.23458141700194826]",70.33333333333333,0.2865664417572267
84470,253406,Lending practices must be monitored .,Potrebno je pratiti kreditne prakse.,93,87,60,90.0,,,,"[93.0, 87.0, 90.0]","[0.8522323908797828, 0.6842470641712346, 0.987598560193704]",90.0,0.8413593384149071
7833,23497,Well that 's stupid .,Pa to je glupo.,100,91,100,,,,,"[100.0, 91.0, 100.0]","[1.078743638787991, 0.7956539332741119, 1.372497579999514]",97.0,1.0822983840205391
74381,223140,She needs to take some time for herself .,Ona mora odvojiti vrijeme za sebe.,92,94,65,,,,,"[92.0, 94.0, 65.0]","[0.8198736411786102, 0.8792090851012699, 0.376820937376644]",83.66666666666667,0.6919678878855079
116927,350771,We watch that all the time .,Mi to cijelo vrijeme promatramo.,80,92,25,80.0,,,,"[80.0, 92.0, 80.0]","[0.431568644764539, 0.8235056505498313, 0.5790440851266627]",84.0,0.6113727934803443
124469,373391,Yeah I 'll probably be able to in about a year .,"Da, vjerojatno ću biti u mogućnosti za oko godinu dana.",85,92,80,,,,,"[85.0, 92.0, 80.0]","[0.593362393270402, 0.8235056505498313, 0.8035394985007313]",85.66666666666667,0.7401358474403215
88063,264183,Delivery per stop and number of deliveries on route,Dostava po postaji i broj isporuka na putu,80,92,50,90.0,,,,"[80.0, 92.0, 90.0]","[0.431568644764539, 0.8235056505498313, 0.987598560193704]",87.33333333333331,0.7475576185026914
13039,39115,Most of the compounds came in the form of snow .,Većina spojeva došla je u obliku snijega.,90,93,100,,,,,"[90.0, 93.0, 100.0]","[0.7551561417762649, 0.8513573678255506, 1.372497579999514]",94.33333333333331,0.9930036965337766
39703,119107,Don 't follow .,Nemoj slijediti.,92,95,100,,,,,"[92.0, 95.0, 100.0]","[0.8198736411786102, 0.9070608023769893, 1.372497579999514]",95.66666666666669,1.0331440078517045
51892,155674,Aren 't you scared of what you can do to her ?,Zar se ne bojiš što možeš učiniti s njom?,66,95,40,55.0,,,,"[66.0, 40.0, 55.0]","[-0.02145385105187732, -0.3343766644968347, -0.44234210254094025]",53.66666666666666,-0.2660575393632174
5252,15756,The person exclaimed .,Čovjek je uzviknuo.,95,92,70,,,,,"[95.0, 92.0, 70.0]","[0.9169498902821279, 0.8235056505498313, 0.5190604577513398]",85.66666666666667,0.7531719995277664
115279,345827,My head was swimming .,Glava mi je plivala.,100,91,100,,,,,"[100.0, 91.0, 100.0]","[1.078743638787991, 0.7956539332741119, 1.372497579999514]",97.0,1.0822983840205391
67814,203439,"You wanted us to leave , sir ?","Želiš li nas napustiti, gospodine?",61,10,10,25.0,,,,"[10.0, 10.0, 25.0]","[-1.4603351660591535, -1.1878137867450091, -1.6680055277420638]",15.0,-1.438718160182075
78946,236834,Bork decided to nod .,Bork je odlučio nod.,70,11,5,50.0,12.0,,,"[11.0, 5.0, 12.0]","[-1.4324834487834341, -1.330053307119705, -1.0997176919310538]",9.333333333333334,-1.2874181492780643
90274,270816,It 's not uncommon when the weather is bad in the winter .,Nije neuobičajeno kada je vrijeme loše zimi.,93,92,100,,,,,"[93.0, 92.0, 100.0]","[0.8522323908797828, 0.8235056505498313, 1.372497579999514]",95.0,1.016078540476376
122197,366575,It is difficult to determine their meaning in most contexts .,Teško je odrediti njihovo značenje u većini konteksta.,86,92,100,,,,,"[86.0, 92.0, 100.0]","[0.6257211429715746, 0.8235056505498313, 1.372497579999514]",92.66666666666669,0.9405747911736398
35444,106330,"No , uhn-uh .","Ne, to je uho.",10,10,5,,,,,"[10.0, 10.0, 5.0]","[-1.8335438343175425, -1.4603351660591535, -1.330053307119705]",8.333333333333334,-1.5413107691654668
88968,266898,They are waiting for final approval .,Čeka se konačno odobrenje.,96,92,65,90.0,,,,"[96.0, 92.0, 90.0]","[0.9493086399833005, 0.8235056505498313, 0.987598560193704]",92.66666666666669,0.9201376169089452
63215,189642,A small toddler .,Jedan mali dječak.,84,94,50,100.0,,,,"[84.0, 94.0, 100.0]","[0.5610036435692294, 0.8792090851012699, 1.3961530352607452]",92.66666666666669,0.945455254643748
129381,388125,Allowance probably means limit of amount .,Potpora vjerojatno znači ograničenje iznosa.,82,91,35,70.0,,,,"[82.0, 91.0, 70.0]","[0.49628614416688416, 0.7956539332741119, 0.17048961005962154]",81.0,0.4874765625002059
129063,387171,The dumb guy told him to go into the theater .,Glup mu je rekao da ide u kazalište.,76,71,50,,,,,"[76.0, 71.0, 50.0]","[0.3021336459598486, 0.23861958775972542, -0.0498976237474432]",65.66666666666667,0.1636185366573769
59623,178867,It has completely stopped .,To je potpuno zaustavljeno.,75,81,50,100.0,,,,"[75.0, 81.0, 100.0]","[0.269774896258676, 0.5171367605169187, 1.3961530352607452]",85.33333333333333,0.7276882306787801
8714,26140,Tucker pulls out his best when the script isn 't good .,Tucker izvlači najbolje kada scenarij nije dobar.,85,83,50,55.0,,,,"[85.0, 83.0, 55.0]","[0.593362393270402, 0.5728401950683574, -0.44234210254094025]",74.33333333333333,0.241286828599273
97116,291342,Perkins was of great help to Detroit .,Perkins je bio od velike pomoći Detroitu.,93,94,100,,,,,"[93.0, 94.0, 100.0]","[0.8522323908797828, 0.8792090851012699, 1.372497579999514]",95.66666666666669,1.0346463519935218
50275,150823,"Yep , that 's how you do that .","Da, to je način na koji to radite.",82,95,40,55.0,95.0,,,"[82.0, 95.0, 95.0]","[0.49628614416688416, 0.9070608023769893, 1.6157066990943592]",90.66666666666669,1.0063512152127445
56059,168175,"A great many of us witness to a faith of grace with grace , not judgment .","Mnogi od nas svjedoče vjeri milosti s milošću, a ne sudije.",71,62,50,,,,,"[71.0, 62.0, 50.0]","[0.14033989745398565, -0.012045867721748538, -0.0498976237474432]",61.0,0.026132135328264642
64364,193089,Clarissesesettisimoprimo was not a common name .,Clarissesesettisimoprimo nije bio uobičajeno ime.,80,94,80,,,,,"[80.0, 94.0, 80.0]","[0.431568644764539, 0.8792090851012699, 0.8035394985007313]",84.66666666666667,0.7047724094555133
129650,388932,I have a flowering plant .,Imam cvjetnu biljku.,70,83,100,,,,,"[70.0, 83.0, 100.0]","[0.10798114775281305, 0.5728401950683574, 1.372497579999514]",84.33333333333333,0.6844396409402282
22829,68485,The Olafsons like the people that bought it .,Sljedeći članakOlafsons poput ljudi koji su ga kupili,45,5,15,40.0,11.0,,,"[5.0, 15.0, 11.0]","[-1.5995937524377501, -1.0455742663703134, -1.1324336484494322]",10.333333333333334,-1.2592005557524986
82242,246722,I offered no expression at all but my partner did .,"Nisam ponudio nikakav izraz, ali moj partner je to učinio.",65,72,25,55.0,,,,"[65.0, 72.0, 55.0]","[-0.053812600753049916, 0.26647130503544475, -0.44234210254094025]",64.0,-0.07656113275284847
14524,43570,The 2001 State Plan separates the state into regions for receiving services .,Državni plan iz 2001. razdvaja državu u regije za primanje usluga.,82,82,75,,,,,"[82.0, 82.0, 75.0]","[0.49628614416688416, 0.544988477792638, 0.6612999781260355]",79.66666666666667,0.5675248666951859
15849,47545,A positive sign .,To je pozitivan znak.,91,94,80,,,,,"[91.0, 94.0, 80.0]","[0.7875148914774375, 0.8792090851012699, 0.8035394985007313]",88.33333333333331,0.8234211583598129
23696,71086,"We will ask only family and relatives , and maybe close friends we trust .","Pitaćemo samo obitelj i rođake, a možda i bliske prijatelje kojima vjerujemo.",83,72,75,,,,,"[83.0, 72.0, 75.0]","[0.5286448938680568, 0.26647130503544475, 0.6612999781260355]",76.66666666666667,0.4854720590098458
111686,335048,"I do , yes . The laded agreed .","Da, to je to. – Uvijek se slažem s Hrvatskom.",30,4,15,,,,,"[30.0, 4.0, 15.0]","[-1.1863688402940906, -1.6274454697134695, -1.0455742663703134]",16.333333333333332,-1.2864628587926246
82083,246245,They are all bad to some extent .,Svi su oni u određenoj mjeri loši.,100,92,95,,,,,"[100.0, 92.0, 95.0]","[1.078743638787991, 0.8235056505498313, 1.2302580596248185]",95.66666666666669,1.0441691163208802
27274,81820,He 's worse than misguided - he 's trying to lead others astray .,On je gori od pogrešnog – pokušava voditi druge u zabludu.,60,90,40,60.0,,,,"[60.0, 40.0, 60.0]","[-0.2156063492589129, -0.3343766644968347, -0.23806486500741963]",53.33333333333334,-0.26268262625438904
93265,279789,He wanted to take a nap too .,I on je htio zaspati.,85,95,50,100.0,,,,"[85.0, 95.0, 100.0]","[0.593362393270402, 0.9070608023769893, 1.3961530352607452]",93.33333333333331,0.9655254103027122
60878,182632,Duties charged to governments are refundable .,Carine koje se naplaćuju vladama vraćaju se.,83,86,60,,,,,"[83.0, 86.0, 60.0]","[0.5286448938680568, 0.6563953468955153, 0.23458141700194826]",76.33333333333333,0.4732072192551735
78761,236279,They stayed standing up in front of it .,I dalje su stajali ispred njega.,64,85,40,90.0,,,,"[64.0, 85.0, 90.0]","[-0.08617135045422251, 0.6285436296197959, 0.987598560193704]",79.66666666666667,0.5099902797864257
70868,212601,THe girl is old .,Ta djevojka je stara.,91,90,80,,,,,"[91.0, 90.0, 80.0]","[0.7875148914774375, 0.7678022159983926, 0.8035394985007313]",87.0,0.7862855353255204
74450,223347,I don 't do anything related to the things that I used to do .,Ne radim ništa povezano s stvarima koje sam nekada radio.,90,95,80,,,,,"[90.0, 95.0, 80.0]","[0.7551561417762649, 0.9070608023769893, 0.8035394985007313]",88.33333333333331,0.8219188142179951
100403,301203,"Sure , is there anything else you want to ask ?","Sigurno, postoji li još nešto što biste željeli pitati?",100,94,65,90.0,,,,"[100.0, 94.0, 90.0]","[1.078743638787991, 0.8792090851012699, 0.987598560193704]",94.66666666666669,0.9818504280276548
9183,27547,Her delivery style is awkward .,Njegov stil isporuke je neugodan.,65,93,10,100.0,89.0,,,"[93.0, 100.0, 89.0]","[0.8513573678255506, 1.3961530352607452, 1.4194109599840883]",94.0,1.2223071210234615
17087,51259,Ratemaking has no provisions .,Ratemaking nema odredbe.,92,34,20,50.0,,,,"[34.0, 20.0, 50.0]","[-0.7918939514418897, -0.9033347459956176, -0.6466193400744609]",34.666666666666664,-0.7806160125039895
626,1878,We do not know where Gandhi is .,Ne znamo gdje je Gandhi.,100,95,100,,,,,"[100.0, 95.0, 100.0]","[1.078743638787991, 0.9070608023769893, 1.372497579999514]",98.33333333333331,1.1194340070548314
123300,369884,Chinese cooking basics are very cheap .,Kineska kuhinja je vrlo jeftina.,58,64,50,,,,,"[58.0, 64.0, 50.0]","[-0.2803238486612581, 0.04365756682969012, -0.0498976237474432]",57.33333333333334,-0.0955213018596704
47751,143251,buying,Kupnja,100,94,100,,,,,"[100.0, 94.0, 100.0]","[1.078743638787991, 0.8792090851012699, 1.372497579999514]",98.0,1.1101501012962582
